# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE               BB               phiphi           Tphi             Ephi             
2253 1.7970088879e-11 8.9715086795e-13 -8.8737846086e-13 5.7670219510e-15 2.5495620675e-16 2.1878684061e-17 8.1322747865e-18
2254 1.7939453423e-11 8.9514954037e-13 -8.9540328050e-13 5.7606624007e-15 2.5448418359e-16 2.1609961036e-17 8.0858311279e-18
2255 1.7909477692e-11 8.9309324158e-13 -9.0334080916e-13 5.7543227100e-15 2.5401321417e-16 2.1345453736e-17 8.0392078821e-18
2256 1.7880153241e-11 8.9098242260e-13 -9.1118742351e-13 5.7480028426e-15 2.5354329553e-16 2.1085353660e-17 7.9925712861e-18
2257 1.7851471589e-11 8.8881753642e-13 -9.1893948807e-13 5.7417027615e-15 2.5307442469e-16 2.0829852952e-17 7.9460881671e-18
2258 1.7823424219e-11 8.8659903799e-13 -9.2659335519e-13 5.7354224298e-15 2.5260659865e-16 2.0579144406e-17 7.8999259432e-18
2259 1.7796002581e-11 8.8432738424e-13 -9.3414536499e-13 5.7291618099e-15 2.5213981437e-16 2.0333421464e-17 7.8542526242e-18
2260 1.7769198088e-11 8.8200303407e-13 -9.4159184541e-13 5.7229208641e-15 2.5167406880e-16 2.0092878216e-17 7.8092368124e-18
2261 1.7743001730e-11 8.7962650951e-13 -9.4892941374e-13 5.7166995357e-15 2.5120935899e-16 1.9857654779e-17 7.7650073080e-18
2262 1.7717402903e-11 8.7719857955e-13 -9.5615588343e-13 5.7104976946e-15 2.5074568246e-16 1.9627673042e-17 7.7215316399e-18
2263 1.7692390570e-11 8.7472007749e-13 -9.6326936312e-13 5.7043151916e-15 2.5028303685e-16 1.9402799862e-17 7.6787367501e-18
2264 1.7667953651e-11 8.7219183992e-13 -9.7026795563e-13 5.6981518765e-15 2.4982141976e-16 1.9182901581e-17 7.6365493165e-18
2265 1.7644081024e-11 8.6961470672e-13 -9.7714975790e-13 5.6920075987e-15 2.4936082877e-16 1.8967844035e-17 7.5948957527e-18
2266 1.7620761521e-11 8.6698952105e-13 -9.8391286101e-13 5.6858822066e-15 2.4890126145e-16 1.8757492549e-17 7.5537022079e-18
2267 1.7597983932e-11 8.6431712939e-13 -9.9055535020e-13 5.6797755481e-15 2.4844271535e-16 1.8551711934e-17 7.5128945663e-18
2268 1.7575737002e-11 8.6159838148e-13 -9.9707530479e-13 5.6736874701e-15 2.4798518800e-16 1.8350366492e-17 7.4723984470e-18
2269 1.7554009433e-11 8.5883413039e-13 -1.0034707983e-12 5.6676178188e-15 2.4752867689e-16 1.8153320010e-17 7.4321392037e-18
2270 1.7532789883e-11 8.5602523249e-13 -1.0097398982e-12 5.6615664399e-15 2.4707317950e-16 1.7960435765e-17 7.3920419243e-18
2271 1.7512066967e-11 8.5317254747e-13 -1.0158806663e-12 5.6555331780e-15 2.4661869331e-16 1.7771576517e-17 7.3520314307e-18
2272 1.7491829254e-11 8.5027693830e-13 -1.0218911584e-12 5.6495178772e-15 2.4616521574e-16 1.7586604513e-17 7.3120322784e-18
2273 1.7472065272e-11 8.4733927130e-13 -1.0277694243e-12 5.6435203808e-15 2.4571274422e-16 1.7405381488e-17 7.2719687564e-18
2274 1.7452763502e-11 8.4436041611e-13 -1.0335135080e-12 5.6375405312e-15 2.4526127616e-16 1.7227768657e-17 7.2317648868e-18
2275 1.7433912383e-11 8.4134124568e-13 -1.0391214476e-12 5.6315781702e-15 2.4481080892e-16 1.7053626722e-17 7.1913444244e-18
2276 1.7415500309e-11 8.3828263628e-13 -1.0445912753e-12 5.6256331389e-15 2.4436133986e-16 1.6882815867e-17 7.1506308564e-18
2277 1.7397515630e-11 8.3518546755e-13 -1.0499210172e-12 5.6197052775e-15 2.4391286633e-16 1.6715195762e-17 7.1095474026e-18
2278 1.7379946652e-11 8.3205062242e-13 -1.0551086936e-12 5.6137944255e-15 2.4346538563e-16 1.6550625554e-17 7.0680170142e-18
2279 1.7362781635e-11 8.2887898720e-13 -1.0601523190e-12 5.6079004216e-15 2.4301889506e-16 1.6388963876e-17 7.0259623745e-18
2280 1.7346008798e-11 8.2567145152e-13 -1.0650499015e-12 5.6020231038e-15 2.4257339189e-16 1.6230068842e-17 6.9833058978e-18
2281 1.7329616314e-11 8.2242890837e-13 -1.0697994438e-12 5.5961623094e-15 2.4212887337e-16 1.6073798043e-17 6.9399697295e-18
2282 1.7313592310e-11 8.1915225406e-13 -1.0743989423e-12 5.5903178748e-15 2.4168533674e-16 1.5920008555e-17 6.8958757459e-18
2283 1.7297924870e-11 8.1584238831e-13 -1.0788463875e-12 5.5844896357e-15 2.4124277920e-16 1.5768556930e-17 6.8509455536e-18
2284 1.7282602035e-11 8.1250021415e-13 -1.0831397639e-12 5.5786774270e-15 2.4080119795e-16 1.5619299199e-17 6.8051004893e-18
2285 1.7267611799e-11 8.0912663799e-13 -1.0872770502e-12 5.5728810831e-15 2.4036059014e-16 1.5472090872e-17 6.7582616197e-18
2286 1.7252942261e-11 8.0572258401e-13 -1.0912565260e-12 5.5671004289e-15 2.3992095303e-16 1.5326833019e-17 6.7103742974e-18
2287 1.7238582077e-11 8.0228903749e-13 -1.0950776953e-12 5.5613352561e-15 2.3948228433e-16 1.5183610828e-17 6.6614820025e-18
2288 1.7224520008e-11 7.9882700176e-13 -1.0987403693e-12 5.5555853468e-15 2.3904458183e-16 1.5042555935e-17 6.6116529732e-18
2289 1.7210744776e-11 7.9533748382e-13 -1.1022443595e-12 5.5498504825e-15 2.3860784328e-16 1.4903800418e-17 6.5609556928e-18
2290 1.7197245058e-11 7.9182149438e-13 -1.1055894779e-12 5.5441304435e-15 2.3817206645e-16 1.4767476803e-17 6.5094588901e-18
2291 1.7184009493e-11 7.8828004780e-13 -1.1087755370e-12 5.5384250094e-15 2.3773724907e-16 1.4633718061e-17 6.4572315394e-18
2292 1.7171026675e-11 7.8471416218e-13 -1.1118023496e-12 5.5327339587e-15 2.3730338886e-16 1.4502657608e-17 6.4043428612e-18
2293 1.7158285159e-11 7.8112485927e-13 -1.1146697292e-12 5.5270570689e-15 2.3687048350e-16 1.4374429310e-17 6.3508623217e-18
2294 1.7145773455e-11 7.7751316456e-13 -1.1173774896e-12 5.5213941167e-15 2.3643853067e-16 1.4249167478e-17 6.2968596340e-18
2295 1.7133480035e-11 7.7388010721e-13 -1.1199254450e-12 5.5157448779e-15 2.3600752803e-16 1.4127006871e-17 6.2424047576e-18
2296 1.7121393325e-11 7.7022672011e-13 -1.1223134102e-12 5.5101091271e-15 2.3557747322e-16 1.4008082698e-17 6.1875678991e-18
2297 1.7109501713e-11 7.6655403986e-13 -1.1245412006e-12 5.5044866382e-15 2.3514836385e-16 1.3892530616e-17 6.1324195125e-18
2298 1.7097793541e-11 7.6286310678e-13 -1.1266086316e-12 5.4988771841e-15 2.3472019753e-16 1.3780486731e-17 6.0770302990e-18
2299 1.7086257112e-11 7.5915496490e-13 -1.1285155195e-12 5.4932805366e-15 2.3429297184e-16 1.3672087598e-17 6.0214712079e-18
2300 1.7074880686e-11 7.5543066198e-13 -1.1302616809e-12 5.4876964667e-15 2.3386668433e-16 1.3567470225e-17 5.9658134365e-18
2301 1.7063652479e-11 7.5169124951e-13 -1.1318469329e-12 5.4821247445e-15 2.3344133254e-16 1.3466772068e-17 5.9101284302e-18
2302 1.7052560668e-11 7.4793778272e-13 -1.1332710930e-12 5.4765651389e-15 2.3301691400e-16 1.3370131036e-17 5.8544878833e-18
2303 1.7041593386e-11 7.4417132056e-13 -1.1345339793e-12 5.4710174181e-15 2.3259342622e-16 1.3277685489e-17 5.7989637389e-18
2304 1.7030738723e-11 7.4039292573e-13 -1.1356354101e-12 5.4654813492e-15 2.3217086666e-16 1.3189574239e-17 5.7436281892e-18
2305 1.7019984727e-11 7.3660366469e-13 -1.1365752046e-12 5.4599566985e-15 2.3174923281e-16 1.3105936552e-17 5.6885536757e-18
2306 1.7009319406e-11 7.3280460763e-13 -1.1373531821e-12 5.4544432311e-15 2.3132852210e-16 1.3026912145e-17 5.6338128898e-18
2307 1.6998730721e-11 7.2899682850e-13 -1.1379691624e-12 5.4489407113e-15 2.3090873196e-16 1.2952641192e-17 5.5794787727e-18
2308 1.6988206596e-11 7.2518140500e-13 -1.1384229661e-12 5.4434489024e-15 2.3048985979e-16 1.2883264317e-17 5.5256245160e-18
2309 1.6977734907e-11 7.2135941861e-13 -1.1387144139e-12 5.4379675669e-15 2.3007190297e-16 1.2818922601e-17 5.4723235616e-18
2310 1.6967303491e-11 7.1753195457e-13 -1.1388433271e-12 5.4324964660e-15 2.2965485889e-16 1.2759757581e-17 5.4196496023e-18
2311 1.6956900714e-11 7.1370007307e-13 -1.1388097747e-12 5.4270353627e-15 2.2923872498e-16 1.2705847345e-17 5.3676503245e-18
2312 1.6946517193e-11 7.0986472272e-13 -1.1386148157e-12 5.4215840286e-15 2.2882349911e-16 1.2657014385e-17 5.3162684546e-18
2313 1.6936144086e-11 7.0602682656e-13 -1.1382597618e-12 5.4161422369e-15 2.2840917920e-16 1.2613016528e-17 5.2654202131e-18
2314 1.6925772522e-11 7.0218731079e-13 -1.1377459300e-12 5.4107097601e-15 2.2799576319e-16 1.2573610730e-17 5.2150215261e-18
2315 1.6915393595e-11 6.9834710482e-13 -1.1370746431e-12 5.4052863693e-15 2.2758324898e-16 1.2538553074e-17 5.1649880252e-18
2316 1.6904998372e-11 6.9450714125e-13 -1.1362472293e-12 5.3998718351e-15 2.2717163446e-16 1.2507598768e-17 5.1152350467e-18
2317 1.6894577888e-11 6.9066835585e-13 -1.1352650226e-12 5.3944659271e-15 2.2676091749e-16 1.2480502146e-17 5.0656776319e-18
2318 1.6884123145e-11 6.8683168761e-13 -1.1341293628e-12 5.3890684138e-15 2.2635109593e-16 1.2457016663e-17 5.0162305261e-18
2319 1.6873625116e-11 6.8299807871e-13 -1.1328415950e-12 5.3836790630e-15 2.2594216762e-16 1.2436894902e-17 4.9668081791e-18
2320 1.6863074743e-11 6.7916847454e-13 -1.1314030702e-12 5.3782976414e-15 2.2553413037e-16 1.2419888563e-17 4.9173247440e-18
2321 1.6852462936e-11 6.7534382369e-13 -1.1298151451e-12 5.3729239149e-15 2.2512698198e-16 1.2405748471e-17 4.8676940777e-18
2322 1.6841780575e-11 6.7152507796e-13 -1.1280791818e-12 5.3675576485e-15 2.2472072024e-16 1.2394224568e-17 4.8178297398e-18
2323 1.6831018506e-11 6.6771319238e-13 -1.1261965483e-12 5.3621986061e-15 2.2431534291e-16 1.2385065916e-17 4.7676449930e-18
2324 1.6820167548e-11 6.6390912518e-13 -1.1241686182e-12 5.3568465508e-15 2.2391084773e-16 1.2378020697e-17 4.7170528023e-18
2325 1.6809218486e-11 6.6011383781e-13 -1.1219967709e-12 5.3515012448e-15 2.2350723244e-16 1.2372836208e-17 4.6659658348e-18
2326 1.6798162073e-11 6.5632829495e-13 -1.1196823914e-12 5.3461624494e-15 2.2310449475e-16 1.2369258864e-17 4.6142964595e-18
2327 1.6786989034e-11 6.5255346451e-13 -1.1172268703e-12 5.3408299247e-15 2.2270263235e-16 1.2367034194e-17 4.5619567469e-18
2328 1.6775690060e-11 6.4879031763e-13 -1.1146316041e-12 5.3355034302e-15 2.2230164292e-16 1.2365906842e-17 4.5088584685e-18
2329 1.6764255811e-11 6.4503982868e-13 -1.1118979949e-12 5.3301827244e-15 2.2190152411e-16 1.2365620565e-17 4.4549130968e-18
2330 1.6752676916e-11 6.4130297528e-13 -1.1090274506e-12 5.3248675646e-15 2.2150227357e-16 1.2365918233e-17 4.4000318048e-18
2331 1.6740943973e-11 6.3758073827e-13 -1.1060213847e-12 5.3195577076e-15 2.2110388892e-16 1.2366541827e-17 4.3441254658e-18
2332 1.6729047548e-11 6.3387410176e-13 -1.1028812166e-12 5.3142529089e-15 2.2070636777e-16 1.2367232440e-17 4.2871046529e-18
2333 1.6716978175e-11 6.3018405309e-13 -1.0996083713e-12 5.3089529233e-15 2.2030970770e-16 1.2367730272e-17 4.2288796387e-18
2334 1.6704726358e-11 6.2651158285e-13 -1.0962042796e-12 5.3036575044e-15 2.1991390628e-16 1.2367774633e-17 4.1693603952e-18
2335 1.6692282568e-11 6.2285768490e-13 -1.0926703781e-12 5.2983664052e-15 2.1951896106e-16 1.2367103942e-17 4.1084565932e-18
2336 1.6679638044e-11 6.1922329674e-13 -1.0890082475e-12 5.2930793887e-15 2.1912486967e-16 1.2365532202e-17 4.0461105979e-18
2337 1.6666787203e-11 6.1560912024e-13 -1.0852200285e-12 5.2877962617e-15 2.1873163011e-16 1.2363178959e-17 3.9823966814e-18
2338 1.6653725242e-11 6.1201579984e-13 -1.0813080088e-12 5.2825168415e-15 2.1833924046e-16 1.2360240784e-17 3.9174224311e-18
2339 1.6640447346e-11 6.0844398198e-13 -1.0772744846e-12 5.2772409445e-15 2.1794769878e-16 1.2356914927e-17 3.8512958113e-18
2340 1.6626948683e-11 6.0489431515e-13 -1.0731217607e-12 5.2719683866e-15 2.1755700311e-16 1.2353399315e-17 3.7841251633e-18
2341 1.6613224405e-11 6.0136744992e-13 -1.0688521506e-12 5.2666989829e-15 2.1716715149e-16 1.2349892554e-17 3.7160192056e-18
2342 1.6599269651e-11 5.9786403888e-13 -1.0644679766e-12 5.2614325478e-15 2.1677814192e-16 1.2346593931e-17 3.6470870351e-18
2343 1.6585079542e-11 5.9438473666e-13 -1.0599715692e-12 5.2561688950e-15 2.1638997242e-16 1.2343703414e-17 3.5774381264e-18
2344 1.6570649187e-11 5.9093019997e-13 -1.0553652682e-12 5.2509078374e-15 2.1600264095e-16 1.2341421649e-17 3.5071823333e-18
2345 1.6555973676e-11 5.8750108756e-13 -1.0506514216e-12 5.2456491873e-15 2.1561614548e-16 1.2339949969e-17 3.4364298885e-18
2346 1.6541048086e-11 5.8409806024e-13 -1.0458323863e-12 5.2403927561e-15 2.1523048397e-16 1.2339490386e-17 3.3652914040e-18
2347 1.6525867479e-11 5.8072178088e-13 -1.0409105278e-12 5.2351383548e-15 2.1484565434e-16 1.2340245597e-17 3.2938778720e-18
2348 1.6510426900e-11 5.7737291441e-13 -1.0358882204e-12 5.2298857933e-15 2.1446165451e-16 1.2342418983e-17 3.2223006648e-18
2349 1.6494721379e-11 5.7405212782e-13 -1.0307678472e-12 5.2246348811e-15 2.1407848239e-16 1.2346214610e-17 3.1506715357e-18
2350 1.6478745932e-11 5.7076009017e-13 -1.0255517998e-12 5.2193854268e-15 2.1369613585e-16 1.2351837230e-17 3.0791026188e-18
2351 1.6462495557e-11 5.6749747258e-13 -1.0202424788e-12 5.2141372383e-15 2.1331461277e-16 1.2359492280e-17 3.0077064298e-18
2352 1.6445965239e-11 5.6426494826e-13 -1.0148422933e-12 5.2088901229e-15 2.1293391099e-16 1.2369385886e-17 2.9365958666e-18
2353 1.6429149947e-11 5.6106319246e-13 -1.0093536613e-12 5.2036438869e-15 2.1255402835e-16 1.2381724861e-17 2.8658842092e-18
2354 1.6412044634e-11 5.5789288252e-13 -1.0037790095e-12 5.1983983362e-15 2.1217496268e-16 1.2396716706e-17 2.7956851203e-18
2355 1.6394644236e-11 5.5475469787e-13 -9.9812077355e-13 5.1931532758e-15 2.1179671176e-16 1.2414569613e-17 2.7261126459e-18
2356 1.6376943678e-11 5.5164932000e-13 -9.9238139767e-13 5.1879085099e-15 2.1141927340e-16 1.2435492463e-17 2.6572812154e-18
2357 1.6358937864e-11 5.4857743248e-13 -9.8656333499e-13 5.1826638422e-15 2.1104264535e-16 1.2459694827e-17 2.5893056424e-18
2358 1.6340621687e-11 5.4553972097e-13 -9.8066904742e-13 5.1774190755e-15 2.1066682538e-16 1.2487386969e-17 2.5223011247e-18
2359 1.6321990021e-11 5.4253687321e-13 -9.7470100569e-13 5.1721740120e-15 2.1029181121e-16 1.2518779844e-17 2.4563832449e-18
2360 1.6303037727e-11 5.3956957902e-13 -9.6866168936e-13 5.1669284529e-15 2.0991760057e-16 1.2554085101e-17 2.3916679707e-18
2361 1.6283760457e-11 5.3663845753e-13 -9.6255359830e-13 5.1616822153e-15 2.0954419125e-16 1.2593469895e-17 2.3282394970e-18
2362 1.6264157080e-11 5.3374383823e-13 -9.5637928715e-13 5.1564351800e-15 2.0917158139e-16 1.2636921027e-17 2.2660535528e-18
2363 1.6244227274e-11 5.3088597856e-13 -9.5014133112e-13 5.1511872438e-15 2.0879976918e-16 1.2684379963e-17 2.2050334951e-18
2364 1.6223970717e-11 5.2806513657e-13 -9.4384231450e-13 5.1459383031e-15 2.0842875283e-16 1.2735787946e-17 2.1451024133e-18
2365 1.6203387087e-11 5.2528157091e-13 -9.3748483068e-13 5.1406882538e-15 2.0805853052e-16 1.2791085992e-17 2.0861831282e-18
2366 1.6182476063e-11 5.2253554086e-13 -9.3107148219e-13 5.1354369915e-15 2.0768910039e-16 1.2850214896e-17 2.0281981923e-18
2367 1.6161237325e-11 5.1982730632e-13 -9.2460488066e-13 5.1301844112e-15 2.0732046061e-16 1.2913115225e-17 1.9710698893e-18
2368 1.6139670556e-11 5.1715712777e-13 -9.1808764687e-13 5.1249304078e-15 2.0695260929e-16 1.2979727323e-17 1.9147202335e-18
2369 1.6117775436e-11 5.1452526635e-13 -9.1152241076e-13 5.1196748755e-15 2.0658554458e-16 1.3049991307e-17 1.8590709702e-18
2370 1.6095551648e-11 5.1193198378e-13 -9.0491181139e-13 5.1144177084e-15 2.0621926455e-16 1.3123847070e-17 1.8040435747e-18
2371 1.6072998876e-11 5.0937754243e-13 -8.9825849701e-13 5.1091587998e-15 2.0585376731e-16 1.3201234278e-17 1.7495592525e-18
2372 1.6050116803e-11 5.0686220525e-13 -8.9156512506e-13 5.1038980429e-15 2.0548905093e-16 1.3282092370e-17 1.6955389388e-18
2373 1.6026905116e-11 5.0438623583e-13 -8.8483436212e-13 5.0986353305e-15 2.0512511346e-16 1.3366360561e-17 1.6419032983e-18
2374 1.6003363500e-11 5.0194989839e-13 -8.7806888401e-13 5.0933705548e-15 2.0476195296e-16 1.3453977838e-17 1.5885727248e-18
2375 1.5979491641e-11 4.9955345773e-13 -8.7127137573e-13 5.0881036077e-15 2.0439956744e-16 1.3544882961e-17 1.5354673410e-18
2376 1.5955289228e-11 4.9719717931e-13 -8.6444453149e-13 5.0828343806e-15 2.0403795492e-16 1.3639014463e-17 1.4825069983e-18
2377 1.5930755948e-11 4.9488132919e-13 -8.5759105475e-13 5.0775627648e-15 2.0367711340e-16 1.3736310650e-17 1.4296112763e-18
2378 1.5905891491e-11 4.9260617404e-13 -8.5071365818e-13 5.0722886508e-15 2.0331704086e-16 1.3836709600e-17 1.3766994827e-18
2379 1.5880695547e-11 4.9037198118e-13 -8.4381506370e-13 5.0670119288e-15 2.0295773528e-16 1.3940149164e-17 1.3236906528e-18
2380 1.5855167807e-11 4.8817901853e-13 -8.3689800248e-13 5.0617324888e-15 2.0259919460e-16 1.4046566963e-17 1.2705035495e-18
2381 1.5829307963e-11 4.8602755464e-13 -8.2996521496e-13 5.0564502202e-15 2.0224141677e-16 1.4155900392e-17 1.2170566630e-18
2382 1.5803115706e-11 4.8391785867e-13 -8.2301945085e-13 5.0511650120e-15 2.0188439970e-16 1.4268086615e-17 1.1632682100e-18
2383 1.5776590731e-11 4.8185020042e-13 -8.1606346915e-13 5.0458767528e-15 2.0152814131e-16 1.4383062570e-17 1.1090561341e-18
2384 1.5749732732e-11 4.7982485031e-13 -8.0910003813e-13 5.0405853307e-15 2.0117263948e-16 1.4500764964e-17 1.0543381052e-18
2385 1.5722541404e-11 4.7784207937e-13 -8.0213193539e-13 5.0352906337e-15 2.0081789210e-16 1.4621130275e-17 9.9903151895e-19
2386 1.5695017070e-11 4.7590209187e-13 -7.9516185118e-13 5.0299925660e-15 2.0046389712e-16 1.4744075655e-17 9.4307633185e-19
2387 1.5667162573e-11 4.7400482260e-13 -7.8819209787e-13 5.0246910990e-15 2.0011065278e-16 1.4869441513e-17 8.8650371790e-19
2388 1.5638981396e-11 4.7215013834e-13 -7.8122489875e-13 5.0193862211e-15 1.9975815741e-16 1.4997048579e-17 8.2936783241e-19
2389 1.5610477036e-11 4.7033790511e-13 -7.7426248448e-13 5.0140779204e-15 1.9940640933e-16 1.5126716970e-17 7.7172301558e-19
2390 1.5581653001e-11 4.6856798822e-13 -7.6730709314e-13 5.0087661851e-15 1.9905540684e-16 1.5258266184e-17 7.1362379278e-19
2391 1.5552512816e-11 4.6684025226e-13 -7.6036097023e-13 5.0034510033e-15 1.9870514821e-16 1.5391515105e-17 6.5512487464e-19
2392 1.5523060017e-11 4.6515456104e-13 -7.5342636864e-13 4.9981323629e-15 1.9835563173e-16 1.5526281999e-17 5.9628115735e-19
2393 1.5493298155e-11 4.6351077769e-13 -7.4650554869e-13 4.9928102519e-15 1.9800685564e-16 1.5662384516e-17 5.3714772276e-19
2394 1.5463230794e-11 4.6190876456e-13 -7.3960077815e-13 4.9874846581e-15 1.9765881820e-16 1.5799639684e-17 4.7777983866e-19
2395 1.5432861512e-11 4.6034838328e-13 -7.3271433222e-13 4.9821555693e-15 1.9731151764e-16 1.5937863917e-17 4.1823295890e-19
2396 1.5402193899e-11 4.5882949475e-13 -7.2584849355e-13 4.9768229731e-15 1.9696495216e-16 1.6076873005e-17 3.5856272364e-19
2397 1.5371231561e-11 4.5735195913e-13 -7.1900555223e-13 4.9714868572e-15 1.9661911998e-16 1.6216482121e-17 2.9882495950e-19
2398 1.5339978116e-11 4.5591563582e-13 -7.1218780584e-13 4.9661472091e-15 1.9627401928e-16 1.6356505815e-17 2.3907567981e-19
2399 1.5308437196e-11 4.5452038350e-13 -7.0539755941e-13 4.9608040162e-15 1.9592964824e-16 1.6496758017e-17 1.7937108475e-19
2400 1.5276612447e-11 4.5316606010e-13 -6.9863712546e-13 4.9554572661e-15 1.9558600502e-16 1.6637052033e-17 1.1976756156e-19
2401 1.5244507529e-11 4.5185252282e-13 -6.9190882398e-13 4.9501069459e-15 1.9524308776e-16 1.6777200548e-17 6.0321684769e-20
2402 1.5212126115e-11 4.5057962811e-13 -6.8521498249e-13 4.9447530430e-15 1.9490089461e-16 1.6917015623e-17 1.0902163362e-21
2403 1.5179471891e-11 4.4934723166e-13 -6.7855793597e-13 4.9393955444e-15 1.9455942368e-16 1.7056308695e-17 -5.7869894116e-20
2404 1.5146548558e-11 4.4815518844e-13 -6.7194002694e-13 4.9340344374e-15 1.9421867308e-16 1.7194890575e-17 -1.1650150912e-19
2405 1.5113359831e-11 4.4700335266e-13 -6.6536360541e-13 4.9286697088e-15 1.9387864090e-16 1.7332571450e-17 -1.7474730318e-19
2406 1.5079909438e-11 4.4589157780e-13 -6.5883102895e-13 4.9233013457e-15 1.9353932522e-16 1.7469160880e-17 -2.3254976254e-19
2407 1.5046201120e-11 4.4481971656e-13 -6.5234466263e-13 4.9179293349e-15 1.9320072410e-16 1.7604467799e-17 -2.8985118503e-19
2408 1.5012238634e-11 4.4378762094e-13 -6.4590687907e-13 4.9125536632e-15 1.9286283560e-16 1.7738300513e-17 -3.4659367987e-19
2409 1.4978025747e-11 4.4279514214e-13 -6.3952005846e-13 4.9071743173e-15 1.9252565775e-16 1.7870466701e-17 -4.0271916744e-19
2410 1.4943566245e-11 4.4184213064e-13 -6.3318658850e-13 4.9017912838e-15 1.9218918857e-16 1.8000773413e-17 -4.5816937911e-19
2411 1.4908864254e-11 4.4092838855e-13 -6.2690869608e-13 4.8964045631e-15 1.9185342615e-16 1.8129086718e-17 -5.1289647982e-19
2412 1.4873925234e-11 4.4005352643e-13 -6.2068794079e-13 4.8910142101e-15 1.9151836887e-16 1.8255511057e-17 -5.6689500676e-19
2413 1.4838754999e-11 4.3921710558e-13 -6.1452571830e-13 4.8856202939e-15 1.9118401515e-16 1.8380210978e-17 -6.2017012424e-19
2414 1.4803359379e-11 4.3841868562e-13 -6.0842342853e-13 4.8802228837e-15 1.9085036343e-16 1.8503351586e-17 -6.7272701859e-19
2415 1.4767744227e-11 4.3765782445e-13 -6.0238247560e-13 4.8748220487e-15 1.9051741212e-16 1.8625098547e-17 -7.2457089814e-19
2416 1.4731915415e-11 4.3693407828e-13 -5.9640426791e-13 4.8694178585e-15 1.9018515962e-16 1.8745618084e-17 -7.7570699330e-19
2417 1.4695878838e-11 4.3624700160e-13 -5.9049021806e-13 4.8640103830e-15 1.8985360432e-16 1.8865076981e-17 -8.2614055655e-19
2418 1.4659640408e-11 4.3559614719e-13 -5.8464174291e-13 4.8585996920e-15 1.8952274458e-16 1.8983642582e-17 -8.7587686244e-19
2419 1.4623206060e-11 4.3498106612e-13 -5.7886026358e-13 4.8531858556e-15 1.8919257878e-16 1.9101482793e-17 -9.2492120768e-19
2420 1.4586581749e-11 4.3440130775e-13 -5.7314720544e-13 4.8477689443e-15 1.8886310526e-16 1.9218766080e-17 -9.7327891110e-19
2421 1.4549773450e-11 4.3385641971e-13 -5.6750399810e-13 4.8423490286e-15 1.8853432235e-16 1.9335661471e-17 -1.0209553137e-18
2422 1.4512787160e-11 4.3334594793e-13 -5.6193207547e-13 4.8369261793e-15 1.8820622840e-16 1.9452338558e-17 -1.0679557788e-18
2423 1.4475628895e-11 4.3286943662e-13 -5.5643287568e-13 4.8315004671e-15 1.8787882169e-16 1.9568967497e-17 -1.1142856917e-18
2424 1.4438304693e-11 4.3242642825e-13 -5.5100784116e-13 4.8260719634e-15 1.8755210054e-16 1.9685719004e-17 -1.1599504601e-18
2425 1.4400820612e-11 4.3201646359e-13 -5.4565841861e-13 4.8206407395e-15 1.8722606323e-16 1.9802764364e-17 -1.2049555140e-18
2426 1.4363182730e-11 4.3163908167e-13 -5.4038605902e-13 4.8152068668e-15 1.8690070803e-16 1.9920275425e-17 -1.2493063056e-18
2427 1.4325397147e-11 4.3129381979e-13 -5.3519221764e-13 4.8097704172e-15 1.8657603321e-16 2.0038424599e-17 -1.2930083095e-18
2428 1.4287469984e-11 4.3098021355e-13 -5.3007835403e-13 4.8043314625e-15 1.8625203701e-16 2.0157384868e-17 -1.3360670226e-18
2429 1.4249407381e-11 4.3069779677e-13 -5.2504593202e-13 4.7988900749e-15 1.8592871766e-16 2.0277329776e-17 -1.3784879642e-18
2430 1.4211215501e-11 4.3044610159e-13 -5.2009641976e-13 4.7934463267e-15 1.8560607340e-16 2.0398433439e-17 -1.4202766760e-18
2431 1.4172900525e-11 4.3022465839e-13 -5.1523128969e-13 4.7880002905e-15 1.8528410242e-16 2.0520870539e-17 -1.4614387220e-18
2432 1.4134468658e-11 4.3003299580e-13 -5.1045201854e-13 4.7825520390e-15 1.8496280293e-16 2.0644816325e-17 -1.5019796888e-18
2433 1.4095926123e-11 4.2987064075e-13 -5.0576008738e-13 4.7771016452e-15 1.8464217311e-16 2.0770446617e-17 -1.5419051853e-18
2434 1.4057279166e-11 4.2973711838e-13 -5.0115698156e-13 4.7716491821e-15 1.8432221114e-16 2.0897937805e-17 -1.5812208432e-18
2435 1.4018534053e-11 4.2963195215e-13 -4.9664419078e-13 4.7661947232e-15 1.8400291516e-16 2.1027466847e-17 -1.6199323163e-18
2436 1.3979697073e-11 4.2955464398e-13 -4.9222301976e-13 4.7607383498e-15 1.8368428340e-16 2.1159162526e-17 -1.6580464332e-18
2437 1.3940774543e-11 4.2950461502e-13 -4.8789401922e-13 4.7552801755e-15 1.8336631433e-16 2.1292958878e-17 -1.6955746600e-18
2438 1.3901772805e-11 4.2948126457e-13 -4.8365755150e-13 4.7498203218e-15 1.8304900651e-16 2.1428740882e-17 -1.7325296582e-18
