# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000,
# i.e. number of multipoles equal to 2999
#  l TT               EE               TE               BB               phiphi           Tphi             
2479 1.2313656155e-11 4.4384706325e-13 -3.9303882131e-13 4.5261104027e-15 1.7059381955e-16 -2.7375284315e-17
2480 1.2277014719e-11 4.4438311066e-13 -3.9283277123e-13 4.5206961683e-15 1.7030288152e-16 -2.7509392943e-17
2481 1.2240552864e-11 4.4491901318e-13 -3.9271507810e-13 4.5152859875e-15 1.7001253892e-16 -2.7642719612e-17
2482 1.2204276116e-11 4.4545412867e-13 -3.9268508050e-13 4.5098800063e-15 1.6972279019e-16 -2.7775263652e-17
2483 1.2168190020e-11 4.4598781288e-13 -3.9274211438e-13 4.5044783708e-15 1.6943363377e-16 -2.7907024397e-17
2484 1.2132300135e-11 4.4651941951e-13 -3.9288551300e-13 4.4990812278e-15 1.6914506805e-16 -2.8038001185e-17
2485 1.2096612039e-11 4.4704830019e-13 -3.9311460699e-13 4.4936887242e-15 1.6885709145e-16 -2.8168193355e-17
2486 1.2061130880e-11 4.4757383542e-13 -3.9342862135e-13 4.4883010030e-15 1.6856970241e-16 -2.8297595334e-17
2487 1.2025860051e-11 4.4809552769e-13 -3.9382636594e-13 4.4829181886e-15 1.6828289960e-16 -2.8426181836e-17
2488 1.1990802505e-11 4.4861290888e-13 -3.9430654317e-13 4.4775404015e-15 1.6799668177e-16 -2.8553922577e-17
2489 1.1955961209e-11 4.4912550943e-13 -3.9486785080e-13 4.4721677621e-15 1.6771104763e-16 -2.8680787178e-17
2490 1.1921339133e-11 4.4963285826e-13 -3.9550898191e-13 4.4668003914e-15 1.6742599589e-16 -2.8806745168e-17
2491 1.1886939258e-11 4.5013448284e-13 -3.9622862492e-13 4.4614384107e-15 1.6714152526e-16 -2.8931765986e-17
2492 1.1852764571e-11 4.5062990912e-13 -3.9702546359e-13 4.4560819414e-15 1.6685763441e-16 -2.9055818977e-17
2493 1.1818818070e-11 4.5111866160e-13 -3.9789817698e-13 4.4507311054e-15 1.6657432203e-16 -2.9178873393e-17
2494 1.1785102758e-11 4.5160026326e-13 -3.9884543947e-13 4.4453860249e-15 1.6629158680e-16 -2.9300898397e-17
2495 1.1751621648e-11 4.5207423562e-13 -3.9986592078e-13 4.4400468223e-15 1.6600942737e-16 -2.9421863055e-17
2496 1.1718377760e-11 4.5254009867e-13 -4.0095828589e-13 4.4347136204e-15 1.6572784239e-16 -2.9541736345e-17
2497 1.1685374122e-11 4.5299737095e-13 -4.0212119513e-13 4.4293865422e-15 1.6544683051e-16 -2.9660487148e-17
2498 1.1652613771e-11 4.5344556947e-13 -4.0335330409e-13 4.4240657113e-15 1.6516639035e-16 -2.9778084256e-17
2499 1.1620099751e-11 4.5388420977e-13 -4.0465326369e-13 4.4187512513e-15 1.6488652053e-16 -2.9894496366e-17
2500 1.1587835116e-11 4.5431280588e-13 -4.0601972009e-13 4.4134432863e-15 1.6460721968e-16 -3.0009692084e-17
2501 1.1555822926e-11 4.5473087033e-13 -4.0745131479e-13 4.4081419405e-15 1.6432848638e-16 -3.0123639919e-17
2502 1.1524066251e-11 4.5513791416e-13 -4.0894668451e-13 4.4028473387e-15 1.6405031923e-16 -3.0236308292e-17
2503 1.1492568166e-11 4.5553344690e-13 -4.1050446130e-13 4.3975596059e-15 1.6377271681e-16 -3.0347665527e-17
2504 1.1461331759e-11 4.5591697657e-13 -4.1212327242e-13 4.3922788673e-15 1.6349567769e-16 -3.0457679857e-17
2505 1.1430360121e-11 4.5628800970e-13 -4.1380174045e-13 4.3870052484e-15 1.6321920043e-16 -3.0566319420e-17
2506 1.1399656354e-11 4.5664605132e-13 -4.1553848320e-13 4.3817388754e-15 1.6294328359e-16 -3.0673552261e-17
2507 1.1369223569e-11 4.5699060493e-13 -4.1733211373e-13 4.3764798743e-15 1.6266792570e-16 -3.0779346333e-17
2508 1.1339064883e-11 4.5732117253e-13 -4.1918124036e-13 4.3712283718e-15 1.6239312529e-16 -3.0883669494e-17
2509 1.1309183421e-11 4.5763725461e-13 -4.2108446665e-13 4.3659844946e-15 1.6211888089e-16 -3.0986489508e-17
2510 1.1279582319e-11 4.5793835016e-13 -4.2304039140e-13 4.3607483701e-15 1.6184519101e-16 -3.1087774045e-17
2511 1.1250264239e-11 4.5822399960e-13 -4.2504758019e-13 4.3555201170e-15 1.6157205420e-16 -3.1187498922e-17
2512 1.1221229927e-11 4.5849391393e-13 -4.2710447978e-13 4.3502998207e-15 1.6129946923e-16 -3.1285672874e-17
2513 1.1192479651e-11 4.5874784637e-13 -4.2920950323e-13 4.3450875576e-15 1.6102743491e-16 -3.1382312927e-17
2514 1.1164013677e-11 4.5898554942e-13 -4.3136105823e-13 4.3398834048e-15 1.6075595005e-16 -3.1477436171e-17
2515 1.1135832269e-11 4.5920677490e-13 -4.3355754716e-13 4.3346874393e-15 1.6048501345e-16 -3.1571059756e-17
2516 1.1107935692e-11 4.5941127392e-13 -4.3579736709e-13 4.3294997382e-15 1.6021462389e-16 -3.1663200901e-17
2517 1.1080324209e-11 4.5959879691e-13 -4.3807890971e-13 4.3243203788e-15 1.5994478015e-16 -3.1753876885e-17
2518 1.1052998082e-11 4.5976909358e-13 -4.4040056137e-13 4.3191494388e-15 1.5967548100e-16 -3.1843105052e-17
2519 1.1025957572e-11 4.5992191295e-13 -4.4276070310e-13 4.3139869956e-15 1.5940672520e-16 -3.1930902810e-17
2520 1.0999202939e-11 4.6005700335e-13 -4.4515771054e-13 4.3088331271e-15 1.5913851149e-16 -3.2017287631e-17
2521 1.0972734442e-11 4.6017411241e-13 -4.4758995398e-13 4.3036879113e-15 1.5887083863e-16 -3.2102277050e-17
2522 1.0946552339e-11 4.6027298703e-13 -4.5005579834e-13 4.2985514263e-15 1.5860370534e-16 -3.2185888668e-17
2523 1.0920656888e-11 4.6035337345e-13 -4.5255360317e-13 4.2934237503e-15 1.5833711034e-16 -3.2268140149e-17
2524 1.0895048343e-11 4.6041501717e-13 -4.5508172263e-13 4.2883049617e-15 1.5807105235e-16 -3.2349049220e-17
2525 1.0869726962e-11 4.6045766302e-13 -4.5763850552e-13 4.2831951392e-15 1.5780553008e-16 -3.2428633675e-17
2526 1.0844692997e-11 4.6048105511e-13 -4.6022229524e-13 4.2780943614e-15 1.5754054221e-16 -3.2506911370e-17
2527 1.0819946701e-11 4.6048493683e-13 -4.6283142977e-13 4.2730027073e-15 1.5727608744e-16 -3.2583900226e-17
2528 1.0795488328e-11 4.6046905090e-13 -4.6546424174e-13 4.2679202559e-15 1.5701216444e-16 -3.2659618231e-17
2529 1.0771318127e-11 4.6043313932e-13 -4.6811905832e-13 4.2628470864e-15 1.5674877188e-16 -3.2734083433e-17
2530 1.0747436349e-11 4.6037694336e-13 -4.7079420131e-13 4.2577832781e-15 1.5648590842e-16 -3.2807313947e-17
2531 1.0723843243e-11 4.6030020362e-13 -4.7348798708e-13 4.2527289105e-15 1.5622357271e-16 -3.2879327955e-17
2532 1.0700539058e-11 4.6020265997e-13 -4.7619872658e-13 4.2476840634e-15 1.5596176339e-16 -3.2950143699e-17
2533 1.0677524039e-11 4.6008405158e-13 -4.7892472532e-13 4.2426488164e-15 1.5570047908e-16 -3.3019779490e-17
2534 1.0654798434e-11 4.5994411691e-13 -4.8166428339e-13 4.2376232497e-15 1.5543971841e-16 -3.3088253700e-17
2535 1.0632362487e-11 4.5978259371e-13 -4.8441569546e-13 4.2326074434e-15 1.5517948000e-16 -3.3155584770e-17
2536 1.0610216046e-11 4.5959926253e-13 -4.8717729345e-13 4.2276014679e-15 1.5491976249e-16 -3.3221784718e-17
2537 1.0588357369e-11 4.5939407754e-13 -4.8994757506e-13 4.2226053544e-15 1.5466056474e-16 -3.3286839643e-17
2538 1.0566784311e-11 4.5916703647e-13 -4.9272507599e-13 4.2176191243e-15 1.5440188563e-16 -3.3350729112e-17
2539 1.0545494716e-11 4.5891813715e-13 -4.9550832729e-13 4.2126427991e-15 1.5414372407e-16 -3.3413432633e-17
2540 1.0524486422e-11 4.5864737754e-13 -4.9829585538e-13 4.2076763999e-15 1.5388607891e-16 -3.3474929657e-17
2541 1.0503757257e-11 4.5835475569e-13 -5.0108618199e-13 4.2027199483e-15 1.5362894903e-16 -3.3535199578e-17
2542 1.0483305041e-11 4.5804026979e-13 -5.0387782422e-13 4.1977734654e-15 1.5337233329e-16 -3.3594221730e-17
2543 1.0463127584e-11 4.5770391813e-13 -5.0666929446e-13 4.1928369724e-15 1.5311623055e-16 -3.3651975391e-17
2544 1.0443222691e-11 4.5734569911e-13 -5.0945910047e-13 4.1879104906e-15 1.5286063963e-16 -3.3708439780e-17
2545 1.0423588155e-11 4.5696561125e-13 -5.1224574532e-13 4.1829940412e-15 1.5260555939e-16 -3.3763594058e-17
2546 1.0404221761e-11 4.5656365317e-13 -5.1502772737e-13 4.1780876454e-15 1.5235098864e-16 -3.3817417329e-17
2547 1.0385121286e-11 4.5613982362e-13 -5.1780354034e-13 4.1731913242e-15 1.5209692620e-16 -3.3869888638e-17
2548 1.0366284499e-11 4.5569412147e-13 -5.2057167323e-13 4.1683050988e-15 1.5184337088e-16 -3.3920986971e-17
2549 1.0347709160e-11 4.5522654568e-13 -5.2333061035e-13 4.1634289902e-15 1.5159032149e-16 -3.3970691257e-17
2550 1.0329393018e-11 4.5473709534e-13 -5.2607883132e-13 4.1585630194e-15 1.5133777681e-16 -3.4018980365e-17
2551 1.0311333817e-11 4.5422576965e-13 -5.2881481104e-13 4.1537072076e-15 1.5108573562e-16 -3.4065833109e-17
2552 1.0293529290e-11 4.5369256793e-13 -5.3153701971e-13 4.1488615756e-15 1.5083419671e-16 -3.4111228242e-17
2553 1.0275977163e-11 4.5313748960e-13 -5.3424392281e-13 4.1440261444e-15 1.5058315884e-16 -3.4155144457e-17
2554 1.0258675152e-11 4.5256053422e-13 -5.3693398113e-13 4.1392009349e-15 1.5033262077e-16 -3.4197560393e-17
2555 1.0241620964e-11 4.5196170144e-13 -5.3960565069e-13 4.1343859680e-15 1.5008258125e-16 -3.4238454626e-17
2556 1.0224812299e-11 4.5134099104e-13 -5.4225738281e-13 4.1295812646e-15 1.4983303901e-16 -3.4277805676e-17
2557 1.0208246846e-11 4.5069840291e-13 -5.4488762409e-13 4.1247868454e-15 1.4958399280e-16 -3.4315592003e-17
2558 1.0191922288e-11 4.5003393705e-13 -5.4749481638e-13 4.1200027313e-15 1.4933544133e-16 -3.4351792010e-17
2559 1.0175836297e-11 4.4934759359e-13 -5.5007739677e-13 4.1152289431e-15 1.4908738332e-16 -3.4386384038e-17
2560 1.0159986538e-11 4.4863937277e-13 -5.5263379763e-13 4.1104655014e-15 1.4883981748e-16 -3.4419346373e-17
2561 1.0144370437e-11 4.4790930909e-13 -5.5516254067e-13 4.1057124184e-15 1.4859274255e-16 -3.4450661656e-17
2562 1.0128984492e-11 4.4715757407e-13 -5.5766251975e-13 4.1009696716e-15 1.4834615747e-16 -3.4480330163e-17
2563 1.0113824962e-11 4.4638437405e-13 -5.6013271971e-13 4.0962372296e-15 1.4810006119e-16 -3.4508356605e-17
2564 1.0098888090e-11 4.4558991616e-13 -5.6257212237e-13 4.0915150612e-15 1.4785445268e-16 -3.4534745716e-17
2565 1.0084170107e-11 4.4477440827e-13 -5.6497970654e-13 4.0868031345e-15 1.4760933088e-16 -3.4559502254e-17
2566 1.0069667232e-11 4.4393805903e-13 -5.6735444806e-13 4.0821014177e-15 1.4736469475e-16 -3.4582631000e-17
2567 1.0055375669e-11 4.4308107783e-13 -5.6969531972e-13 4.0774098789e-15 1.4712054322e-16 -3.4604136760e-17
2568 1.0041291610e-11 4.4220367482e-13 -5.7200129135e-13 4.0727284857e-15 1.4687687521e-16 -3.4624024365e-17
2569 1.0027411233e-11 4.4130606093e-13 -5.7427132972e-13 4.0680572057e-15 1.4663368965e-16 -3.4642298666e-17
2570 1.0013730705e-11 4.4038844784e-13 -5.7650439861e-13 4.0633960064e-15 1.4639098544e-16 -3.4658964542e-17
2571 1.0000246177e-11 4.3945104798e-13 -5.7869945878e-13 4.0587448548e-15 1.4614876150e-16 -3.4674026895e-17
2572 9.9869537885e-12 4.3849407457e-13 -5.8085546796e-13 4.0541037181e-15 1.4590701672e-16 -3.4687490649e-17
2573 9.9738496658e-12 4.3751774158e-13 -5.8297138088e-13 4.0494725629e-15 1.4566574998e-16 -3.4699360754e-17
2574 9.9609299214e-12 4.3652226375e-13 -5.8504614921e-13 4.0448513558e-15 1.4542496018e-16 -3.4709642184e-17
2575 9.9481906550e-12 4.3550785657e-13 -5.8707872160e-13 4.0402400633e-15 1.4518464618e-16 -3.4718339936e-17
2576 9.9356279531e-12 4.3447473632e-13 -5.8906804369e-13 4.0356386516e-15 1.4494480685e-16 -3.4725459033e-17
2577 9.9232378886e-12 4.3342312005e-13 -5.9101305807e-13 4.0310470867e-15 1.4470544105e-16 -3.4731004521e-17
2578 9.9110165216e-12 4.3235322554e-13 -5.9291270427e-13 4.0264653344e-15 1.4446654763e-16 -3.4734981469e-17
2579 9.8989598986e-12 4.3126527138e-13 -5.9476591881e-13 4.0218933602e-15 1.4422812542e-16 -3.4737394972e-17
2580 9.8870640529e-12 4.3015947692e-13 -5.9657163515e-13 4.0173311297e-15 1.4399017327e-16 -3.4738250148e-17
2581 9.8753250048e-12 4.2903606226e-13 -5.9832878372e-13 4.0127786081e-15 1.4375268999e-16 -3.4737552141e-17
2582 9.8637387609e-12 4.2789524830e-13 -6.0003629188e-13 4.0082357603e-15 1.4351567442e-16 -3.4735306118e-17
2583 9.8523013147e-12 4.2673725670e-13 -6.0169308394e-13 4.0037025513e-15 1.4327912535e-16 -3.4731517269e-17
2584 9.8410086464e-12 4.2556230988e-13 -6.0329808117e-13 3.9991789456e-15 1.4304304159e-16 -3.4726190812e-17
2585 9.8298567227e-12 4.2437063106e-13 -6.0485020176e-13 3.9946649077e-15 1.4280742194e-16 -3.4719331985e-17
2586 9.8188414663e-12 4.2316246259e-13 -6.0634847652e-13 3.9901603962e-15 1.4257226522e-16 -3.4710951868e-17
2587 9.8079586634e-12 4.2193812121e-13 -6.0779239649e-13 3.9856653475e-15 1.4233757043e-16 -3.4701084849e-17
2588 9.7972040556e-12 4.2069794314e-13 -6.0918156729e-13 3.9811796920e-15 1.4210333662e-16 -3.4689771256e-17
2589 9.7865733704e-12 4.1944226571e-13 -6.1051559361e-13 3.9767033598e-15 1.4186956280e-16 -3.4677051548e-17
2590 9.7760623213e-12 4.1817142736e-13 -6.1179407922e-13 3.9722362808e-15 1.4163624800e-16 -3.4662966317e-17
2591 9.7656666081e-12 4.1688576767e-13 -6.1301662697e-13 3.9677783845e-15 1.4140339123e-16 -3.4647556287e-17
2592 9.7553819162e-12 4.1558562733e-13 -6.1418283878e-13 3.9633296001e-15 1.4117099150e-16 -3.4630862317e-17
2593 9.7452039173e-12 4.1427134814e-13 -6.1529231566e-13 3.9588898566e-15 1.4093904781e-16 -3.4612925397e-17
2594 9.7351282688e-12 4.1294327305e-13 -6.1634465768e-13 3.9544590825e-15 1.4070755915e-16 -3.4593786650e-17
2595 9.7251506144e-12 4.1160174612e-13 -6.1733946399e-13 3.9500372063e-15 1.4047652450e-16 -3.4573487334e-17
2596 9.7152665833e-12 4.1024711253e-13 -6.1827633284e-13 3.9456241559e-15 1.4024594284e-16 -3.4552068839e-17
2597 9.7054717910e-12 4.0887971861e-13 -6.1915486150e-13 3.9412198591e-15 1.4001581315e-16 -3.4529572690e-17
2598 9.6957618388e-12 4.0749991181e-13 -6.1997464637e-13 3.9368242432e-15 1.3978613439e-16 -3.4506040543e-17
2599 9.6861323138e-12 4.0610804068e-13 -6.2073528288e-13 3.9324372354e-15 1.3955690551e-16 -3.4481514191e-17
2600 9.6765787891e-12 4.0470445494e-13 -6.2143636555e-13 3.9280587624e-15 1.3932812546e-16 -3.4456035560e-17
2601 9.6670968236e-12 4.0328950543e-13 -6.2207748798e-13 3.9236887508e-15 1.3909979319e-16 -3.4429646708e-17
2602 9.6576819621e-12 4.0186354411e-13 -6.2265824280e-13 3.9193271268e-15 1.3887190762e-16 -3.4402389830e-17
2603 9.6483297353e-12 4.0042692408e-13 -6.2317822176e-13 3.9149738161e-15 1.3864446768e-16 -3.4374307253e-17
2604 9.6390356595e-12 3.9897999959e-13 -6.2363701565e-13 3.9106287445e-15 1.3841747231e-16 -3.4345441441e-17
2605 9.6297952372e-12 3.9752312601e-13 -6.2403421431e-13 3.9062918372e-15 1.3819092039e-16 -3.4315834990e-17
2606 9.6206039562e-12 3.9605665984e-13 -6.2436940669e-13 3.9019630190e-15 1.3796481085e-16 -3.4285530633e-17
2607 9.6114572906e-12 3.9458095875e-13 -6.2464218077e-13 3.8976422148e-15 1.3773914258e-16 -3.4254571236e-17
2608 9.6023507000e-12 3.9309638151e-13 -6.2485212362e-13 3.8933293488e-15 1.3751391448e-16 -3.4222999802e-17
2609 9.5932796298e-12 3.9160328805e-13 -6.2499882134e-13 3.8890243451e-15 1.3728912541e-16 -3.4190859466e-17
2610 9.5842395111e-12 3.9010203945e-13 -6.2508185914e-13 3.8847271274e-15 1.3706477427e-16 -3.4158193502e-17
2611 9.5752259091e-12 3.8859299873e-13 -6.2510092909e-13 3.8804376175e-15 1.3684085995e-16 -3.4125031116e-17
2612 9.5662349691e-12 3.8707653324e-13 -6.2505615442e-13 3.8761557306e-15 1.3661738153e-16 -3.4091344756e-17
2613 9.5572629728e-12 3.8555301233e-13 -6.2494776708e-13 3.8718813797e-15 1.3639433810e-16 -3.4057092567e-17
2614 9.5483061904e-12 3.8402280647e-13 -6.2477600005e-13 3.8676144777e-15 1.3617172875e-16 -3.4022232568e-17
2615 9.5393608803e-12 3.8248628732e-13 -6.2454108737e-13 3.8633549372e-15 1.3594955258e-16 -3.3986722651e-17
2616 9.5304232896e-12 3.8094382770e-13 -6.2424326412e-13 3.8591026701e-15 1.3572780865e-16 -3.3950520584e-17
2617 9.5214896537e-12 3.7939580158e-13 -6.2388276644e-13 3.8548575884e-15 1.3550649604e-16 -3.3913584007e-17
2618 9.5125561962e-12 3.7784258411e-13 -6.2345983151e-13 3.8506196035e-15 1.3528561382e-16 -3.3875870435e-17
2619 9.5036191293e-12 3.7628455159e-13 -6.2297469756e-13 3.8463886265e-15 1.3506516104e-16 -3.3837337257e-17
2620 9.4946746535e-12 3.7472208151e-13 -6.2242760387e-13 3.8421645682e-15 1.3484513676e-16 -3.3797941735e-17
2621 9.4857189575e-12 3.7315555251e-13 -6.2181879079e-13 3.8379473391e-15 1.3462554002e-16 -3.3757641004e-17
2622 9.4767482185e-12 3.7158534440e-13 -6.2114849971e-13 3.8337368491e-15 1.3440636987e-16 -3.3716392073e-17
2623 9.4677586020e-12 3.7001183817e-13 -6.2041697308e-13 3.8295330082e-15 1.3418762533e-16 -3.3674151826e-17
2624 9.4587462617e-12 3.6843541599e-13 -6.1962445439e-13 3.8253357256e-15 1.3396930542e-16 -3.3630877017e-17
2625 9.4497073397e-12 3.6685646118e-13 -6.1877118822e-13 3.8211449105e-15 1.3375140917e-16 -3.3586524274e-17
2626 9.4406379664e-12 3.6527535825e-13 -6.1785742017e-13 3.8169604715e-15 1.3353393559e-16 -3.3541050101e-17
2627 9.4315342604e-12 3.6369249287e-13 -6.1688339695e-13 3.8127823172e-15 1.3331688369e-16 -3.3494410870e-17
2628 9.4223923287e-12 3.6210825192e-13 -6.1584936627e-13 3.8086103554e-15 1.3310025246e-16 -3.3446562829e-17
2629 9.4132082663e-12 3.6052302341e-13 -6.1475557695e-13 3.8044444939e-15 1.3288404089e-16 -3.3397462097e-17
2630 9.4039781568e-12 3.5893719657e-13 -6.1360227886e-13 3.8002846400e-15 1.3266824798e-16 -3.3347064666e-17
2631 9.3946980718e-12 3.5735116180e-13 -6.1238972292e-13 3.7961307008e-15 1.3245287269e-16 -3.3295326400e-17
2632 9.3853640711e-12 3.5576531065e-13 -6.1111816113e-13 3.7919825829e-15 1.3223791400e-16 -3.3242203036e-17
2633 9.3759722027e-12 3.5418003590e-13 -6.0978784655e-13 3.7878401926e-15 1.3202337087e-16 -3.3187650183e-17
2634 9.3665185031e-12 3.5259573147e-13 -6.0839903331e-13 3.7837034358e-15 1.3180924227e-16 -3.3131623321e-17
2635 9.3569989967e-12 3.5101279250e-13 -6.0695197661e-13 3.7795722182e-15 1.3159552714e-16 -3.3074077801e-17
2636 9.3474099646e-12 3.4943160100e-13 -6.0544700951e-13 3.7754464472e-15 1.3138222447e-16 -3.3014974781e-17
2637 9.3377487521e-12 3.4785248290e-13 -6.0388477379e-13 3.7713260387e-15 1.3116933338e-16 -3.2954299048e-17
2638 9.3280129654e-12 3.4627575080e-13 -6.0226599039e-13 3.7672109105e-15 1.3095685302e-16 -3.2892041293e-17
2639 9.3182002040e-12 3.4470171822e-13 -6.0059138270e-13 3.7631009799e-15 1.3074478256e-16 -3.2828192187e-17
2640 9.3083080604e-12 3.4313069960e-13 -5.9886167660e-13 3.7589961640e-15 1.3053312113e-16 -3.2762742379e-17
2641 9.2983341199e-12 3.4156301032e-13 -5.9707760045e-13 3.7548963797e-15 1.3032186788e-16 -3.2695682498e-17
2642 9.2882759611e-12 3.3999896669e-13 -5.9523988509e-13 3.7508015434e-15 1.3011102193e-16 -3.2627003153e-17
2643 9.2781311554e-12 3.3843888595e-13 -5.9334926383e-13 3.7467115714e-15 1.2990058242e-16 -3.2556694932e-17
2644 9.2678972674e-12 3.3688308627e-13 -5.9140647249e-13 3.7426263795e-15 1.2969054846e-16 -3.2484748402e-17
2645 9.2575718546e-12 3.3533188676e-13 -5.8941224935e-13 3.7385458833e-15 1.2948091918e-16 -3.2411154111e-17
2646 9.2471524674e-12 3.3378560746e-13 -5.8736733520e-13 3.7344699979e-15 1.2927169367e-16 -3.2335902585e-17
2647 9.2366366495e-12 3.3224456934e-13 -5.8527247332e-13 3.7303986385e-15 1.2906287104e-16 -3.2258984330e-17
2648 9.2260219371e-12 3.3070909432e-13 -5.8312840947e-13 3.7263317196e-15 1.2885445038e-16 -3.2180389830e-17
2649 9.2153058599e-12 3.2917950524e-13 -5.8093589193e-13 3.7222691555e-15 1.2864643079e-16 -3.2100109550e-17
2650 9.2044859402e-12 3.2765612589e-13 -5.7869567147e-13 3.7182108602e-15 1.2843881135e-16 -3.2018133934e-17
2651 9.1935596933e-12 3.2613928099e-13 -5.7640850135e-13 3.7141567475e-15 1.2823159113e-16 -3.1934453404e-17
2652 9.1825246277e-12 3.2462929620e-13 -5.7407513735e-13 3.7101067307e-15 1.2802476921e-16 -3.1849058364e-17
2653 9.1713782446e-12 3.2312649814e-13 -5.7169633777e-13 3.7060607229e-15 1.2781834465e-16 -3.1761939195e-17
2654 9.1601180383e-12 3.2163121434e-13 -5.6927286339e-13 3.7020186369e-15 1.2761231652e-16 -3.1673086258e-17
2655 9.1487414960e-12 3.2014377329e-13 -5.6680547751e-13 3.6979803850e-15 1.2740668385e-16 -3.1582489892e-17
2656 9.1372460976e-12 3.1866450443e-13 -5.6429494596e-13 3.6939458795e-15 1.2720144570e-16 -3.1490140418e-17
2657 9.1256293163e-12 3.1719373812e-13 -5.6174203708e-13 3.6899150322e-15 1.2699660111e-16 -3.1396028134e-17
2658 9.1138886180e-12 3.1573180568e-13 -5.5914752172e-13 3.6858877545e-15 1.2679214911e-16 -3.1300143317e-17
2659 9.1020214616e-12 3.1427903938e-13 -5.5651217326e-13 3.6818639576e-15 1.2658808873e-16 -3.1202476225e-17
2660 9.0900252988e-12 3.1283577242e-13 -5.5383676760e-13 3.6778435525e-15 1.2638441899e-16 -3.1103017093e-17
2661 9.0778978846e-12 3.1140231502e-13 -5.5112211502e-13 3.6738264546e-15 1.2618113894e-16 -3.1001778134e-17
2662 9.0656382102e-12 3.0997888235e-13 -5.4836915584e-13 3.6698125991e-15 1.2597824777e-16 -3.0898859651e-17
2663 9.0532455753e-12 3.0856566621e-13 -5.4557886529e-13 3.6658019258e-15 1.2577574467e-16 -3.0794384289e-17
2664 9.0407192778e-12 3.0716285889e-13 -5.4275222171e-13 3.6617943745e-15 1.2557362886e-16 -3.0688475069e-17
2665 9.0280586145e-12 3.0577065323e-13 -5.3989020654e-13 3.6577898843e-15 1.2537189955e-16 -3.0581255387e-17
2666 9.0152628803e-12 3.0438924255e-13 -5.3699380436e-13 3.6537883947e-15 1.2517055592e-16 -3.0472849019e-17
2667 9.0023313687e-12 3.0301882071e-13 -5.3406400283e-13 3.6497898444e-15 1.2496959716e-16 -3.0363380115e-17
2668 8.9892633718e-12 3.0165958210e-13 -5.3110179277e-13 3.6457941723e-15 1.2476902245e-16 -3.0252973205e-17
2669 8.9760581800e-12 3.0031172160e-13 -5.2810816810e-13 3.6418013168e-15 1.2456883098e-16 -3.0141753197e-17
2670 8.9627150823e-12 2.9897543464e-13 -5.2508412587e-13 3.6378112162e-15 1.2436902192e-16 -3.0029845377e-17
2671 8.9492333661e-12 2.9765091715e-13 -5.2203066627e-13 3.6338238086e-15 1.2416959442e-16 -2.9917375410e-17
2672 8.9356123173e-12 2.9633836558e-13 -5.1894879261e-13 3.6298390317e-15 1.2397054766e-16 -2.9804469340e-17
2673 8.9218512203e-12 2.9503797693e-13 -5.1583951135e-13 3.6258568231e-15 1.2377188078e-16 -2.9691253591e-17
2674 8.9079493580e-12 2.9374994868e-13 -5.1270383207e-13 3.6218771203e-15 1.2357359294e-16 -2.9577854967e-17
2675 8.8939060117e-12 2.9247447886e-13 -5.0954276751e-13 3.6178998603e-15 1.2337568327e-16 -2.9464400652e-17
2676 8.8797204611e-12 2.9121176602e-13 -5.0635733355e-13 3.6139249800e-15 1.2317815092e-16 -2.9351018211e-17
2677 8.8653919845e-12 2.8996200923e-13 -5.0314854921e-13 3.6099524161e-15 1.2298099501e-16 -2.9237835589e-17
2678 8.8509198588e-12 2.8872540807e-13 -4.9991743667e-13 3.6059821050e-15 1.2278421468e-16 -2.9124981113e-17
2679 8.8363033589e-12 2.8750216267e-13 -4.9666502125e-13 3.6020139830e-15 1.2258780903e-16 -2.9012583493e-17
2680 8.8215417587e-12 2.8629247367e-13 -4.9339233145e-13 3.5980479860e-15 1.2239177720e-16 -2.8900771819e-17
2681 8.8066343301e-12 2.8509654224e-13 -4.9010039890e-13 3.5940840497e-15 1.2219611827e-16 -2.8789675564e-17
2682 8.7915803439e-12 2.8391457006e-13 -4.8679025843e-13 3.5901221098e-15 1.2200083137e-16 -2.8679424584e-17
2683 8.7763790689e-12 2.8274675935e-13 -4.8346294799e-13 3.5861621014e-15 1.2180591557e-16 -2.8570149120e-17
2684 8.7610297728e-12 2.8159331287e-13 -4.8011950874e-13 3.5822039597e-15 1.2161136998e-16 -2.8461979792e-17
2685 8.7455317215e-12 2.8045443388e-13 -4.7676098498e-13 3.5782476194e-15 1.2141719368e-16 -2.8355047608e-17
2686 8.7298844557e-12 2.7933029954e-13 -4.7338841106e-13 3.5742930215e-15 1.2122338578e-16 -2.8249443140e-17
2687 8.7140886211e-12 2.7822098076e-13 -4.7000277178e-13 3.5703401316e-15 1.2102994551e-16 -2.8145093827e-17
2688 8.6981451427e-12 2.7712652192e-13 -4.6660504177e-13 3.5663889216e-15 1.2083687215e-16 -2.8041886004e-17
2689 8.6820549491e-12 2.7604696744e-13 -4.6319619860e-13 3.5624393632e-15 1.2064416493e-16 -2.7939705665e-17
2690 8.6658189720e-12 2.7498236179e-13 -4.5977722279e-13 3.5584914282e-15 1.2045182312e-16 -2.7838438453e-17
2691 8.6494381467e-12 2.7393274949e-13 -4.5634909782e-13 3.5545450880e-15 1.2025984597e-16 -2.7737969669e-17
2692 8.6329134118e-12 2.7289817513e-13 -4.5291281012e-13 3.5506003139e-15 1.2006823271e-16 -2.7638184267e-17
